Product Description,Image URL,Price,Product URL
Royal English Amish-Crafted Yellow Pine Porch Swing (5 Foot White),https://m.media-amazon.com/images/I/919AptL7mDL._AC_SY450_.jpg,609.95,https://amzn.to/3vFUCei
Traditional Amish-Crafted Yellow Pine Porch Swing (5 Foot White),https://m.media-amazon.com/images/I/81Yd3iLktsL._AC_SX450_.jpg,569.95,https://amzn.to/49uVwbk
